"1060","実数","110","男","100","総数","100","総数","1920000000","1920年","人","17735177"
"1060","実数","110","男","100","総数","100","総数","1925000000","1925年","人","18950468"
"1060","実数","110","男","100","総数","100","総数","1930000000","1930年","人","20495367"
"1060","実数","110","男","100","総数","100","総数","1935000000","1935年","人","21840095"
"1060","実数","110","男","100","総数","100","総数","1940000000","1940年","人","22696859"
"1060","実数","110","男","100","総数","100","総数","1950000000","1950年","人","26109283"
"1060","実数","110","男","100","総数","100","総数","1955000000","1955年","人","28897789"
"1060","実数","110","男","100","総数","100","総数","1960000000","1960年","人","31778153"
"1060","実数","110","男","100","総数","100","総数","1965000000","1965年","人","35692823"
"1060","実数","110","男","100","総数","100","総数","1970000000","1970年","人","38511788"
"1060","実数","110","男","100","総数","100","総数","1975000000","1975年","人","41111952"
"1060","実数","110","男","100","総数","100","総数","1980000000","1980年","人","43441646"
"1060","実数","110","男","100","総数","100","総数","1985000000","1985年","人","46131184"
"1060","実数","110","男","100","総数","100","総数","1990000000","1990年","人","48956149"
"1060","実数","110","男","100","総数","100","総数","1995000000","1995年","人","51239082"
"1060","実数","110","男","100","総数","100","総数","2000000000","2000年","人","52503471"
"1060","実数","110","男","100","総数","100","総数","2005000000","2005年","人","53085562"
"1060","実数","110","男","100","総数","100","総数","2010000000","2010年","人","53154614"
"1060","実数","110","男","100","総数","100","総数","2015000000","2015年","人","52879791"
"1060","実数","110","男","100","総数","100","総数","2020000000","2020年","人","52098467"
"1060","実数","110","男","100","総数","100","総数","2015000010","2015年_不詳補完値","人","53674635"
"1060","実数","110","男","100","総数","100","総数","2020000010","2020年_不詳補完値","人","53649545"
"1060","実数","110","男","100","総数","110","未婚","1920000000","1920年","人","5199557"
"1060","実数","110","男","100","総数","110","未婚","1925000000","1925年","人","5677254"
"1060","実数","110","男","100","総数","110","未婚","1930000000","1930年","人","6613297"
"1060","実数","110","男","100","総数","110","未婚","1935000000","1935年","人","7242130"
"1060","実数","110","男","100","総数","110","未婚","1940000000","1940年","人","7945377"
"1060","実数","110","男","100","総数","110","未婚","1950000000","1950年","人","8945270"
"1060","実数","110","男","100","総数","110","未婚","1955000000","1955年","人","10205438"
"1060","実数","110","男","100","総数","110","未婚","1960000000","1960年","人","11049573"
"1060","実数","110","男","100","総数","110","未婚","1965000000","1965年","人","12320383"
"1060","実数","110","男","100","総数","110","未婚","1970000000","1970年","人","12462460"
"1060","実数","110","男","100","総数","110","未婚","1975000000","1975年","人","11946023"
"1060","実数","110","男","100","総数","110","未婚","1980000000","1980年","人","12383277"
"1060","実数","110","男","100","総数","110","未婚","1985000000","1985年","人","13651696"
"1060","実数","110","男","100","総数","110","未婚","1990000000","1990年","人","15271129"
"1060","実数","110","男","100","総数","110","未婚","1995000000","1995年","人","16433722"
"1060","実数","110","男","100","総数","110","未婚","2000000000","2000年","人","16679779"
"1060","実数","110","男","100","総数","110","未婚","2005000000","2005年","人","16685861"
"1060","実数","110","男","100","総数","110","未婚","2010000000","2010年","人","16639477"
"1060","実数","110","男","100","総数","110","未婚","2015000000","2015年","人","16323713"
"1060","実数","110","男","100","総数","110","未婚","2020000000","2020年","人","15835922"
"1060","実数","110","男","100","総数","110","未婚","2015000010","2015年_不詳補完値","人","17905034"
"1060","実数","110","男","100","総数","110","未婚","2020000010","2020年_不詳補完値","人","18544172"
"1060","実数","110","男","100","総数","120","有配偶","1920000000","1920年","人","11147492"
"1060","実数","110","男","100","総数","120","有配偶","1925000000","1925年","人","11860443"
"1060","実数","110","男","100","総数","120","有配偶","1930000000","1930年","人","12477476"
"1060","実数","110","男","100","総数","120","有配偶","1935000000","1935年","人","13133818"
"1060","実数","110","男","100","総数","120","有配偶","1940000000","1940年","人","13320841"
"1060","実数","110","男","100","総数","120","有配偶","1950000000","1950年","人","15739781"
"1060","実数","110","男","100","総数","120","有配偶","1955000000","1955年","人","17245113"
"1060","実数","110","男","100","総数","120","有配偶","1960000000","1960年","人","19316627"
"1060","実数","110","男","100","総数","120","有配偶","1965000000","1965年","人","22016489"
"1060","実数","110","男","100","総数","120","有配偶","1970000000","1970年","人","24690874"
"1060","実数","110","男","100","総数","120","有配偶","1975000000","1975年","人","27710590"
"1060","実数","110","男","100","総数","120","有配偶","1980000000","1980年","人","29386831"
"1060","実数","110","男","100","総数","120","有配偶","1985000000","1985年","人","30524653"
"1060","実数","110","男","100","総数","120","有配偶","1990000000","1990年","人","31256440"
"1060","実数","110","男","100","総数","120","有配偶","1995000000","1995年","人","32050563"
"1060","実数","110","男","100","総数","120","有配偶","2000000000","2000年","人","32448465"
"1060","実数","110","男","100","総数","120","有配偶","2005000000","2005年","人","32260481"
"1060","実数","110","男","100","総数","120","有配偶","2010000000","2010年","人","31859086"
"1060","実数","110","男","100","総数","120","有配偶","2015000000","2015年","人","31235973"
"1060","実数","110","男","100","総数","120","有配偶","2020000000","2020年","人","30137936"
"1060","実数","110","男","100","総数","120","有配偶","2015000010","2015年_不詳補完値","人","31629360"
"1060","実数","110","男","100","総数","120","有配偶","2020000010","2020年_不詳補完値","人","30798417"
"1060","実数","110","男","100","総数","130","死別","1920000000","1920年","人","1059019"
"1060","実数","110","男","100","総数","130","死別","1925000000","1925年","人","1078368"
"1060","実数","110","男","100","総数","130","死別","1930000000","1930年","人","1115777"
"1060","実数","110","男","100","総数","130","死別","1935000000","1935年","人","1169286"
"1060","実数","110","男","100","総数","130","死別","1940000000","1940年","人","1430641"
"1060","実数","110","男","100","総数","130","死別","1950000000","1950年","人","1187838"
"1060","実数","110","男","100","総数","130","死別","1955000000","1955年","人","1172039"
"1060","実数","110","男","100","総数","130","死別","1960000000","1960年","人","1117785"
"1060","実数","110","男","100","総数","130","死別","1965000000","1965年","人","1062686"
"1060","実数","110","男","100","総数","130","死別","1970000000","1970年","人","1022998"
"1060","実数","110","男","100","総数","130","死別","1975000000","1975年","人","1053274"
"1060","実数","110","男","100","総数","130","死別","1980000000","1980年","人","1060598"
"1060","実数","110","男","100","総数","130","死別","1985000000","1985年","人","1124255"
"1060","実数","110","男","100","総数","130","死別","1990000000","1990年","人","1175337"
"1060","実数","110","男","100","総数","130","死別","1995000000","1995年","人","1286116"
"1060","実数","110","男","100","総数","130","死別","2000000000","2000年","人","1397357"
"1060","実数","110","男","100","総数","130","死別","2005000000","2005年","人","1515271"
"1060","実数","110","男","100","総数","130","死別","2010000000","2010年","人","1607831"
"1060","実数","110","男","100","総数","130","死別","2015000000","2015年","人","1655848"
"1060","実数","110","男","100","総数","130","死別","2020000000","2020年","人","1574230"
"1060","実数","110","男","100","総数","130","死別","2015000010","2015年_不詳補完値","人","1774279"
"1060","実数","110","男","100","総数","130","死別","2020000010","2020年_不詳補完値","人","1794993"
"1060","実数","110","男","100","総数","140","離別","1920000000","1920年","人","329109"
"1060","実数","110","男","100","総数","140","離別","1925000000","1925年","人","334403"
"1060","実数","110","男","100","総数","140","離別","1930000000","1930年","人","288817"
